,i,name,SMILES
642,642,C2H4(11) + O(5) <=> C2H4O1-2(51),C=C+[O]_C1CO1
643,643,C2H4(11) + O(5) <=> CH3CHO(35),C=C+[O]_CC=O
644,644,C2H4O1-2(51) <=> CH2O(9) + CH2(23),C1CO1_C=O+[CH2]
645,645,C2H4O1-2(51) <=> CH4(10) + CO(6),C1CO1_C+[C-]#[O+]
646,646,CH3CHO(35) <=> CH2O(9) + CH2(23),CC=O_C=O+[CH2]
647,647,CH4(10) + CO(6) <=> CH2O(9) + CH2(23),C+[C-]#[O+]_C=O+[CH2]
648,648,[CH2]C[O](703) <=> CH2CHO(21) + H(14),[CH2]C[O]_[CH2]C=O+[H]
649,649,[CH2]C[O](703) <=> CH2O(9) + CH2(23),[CH2]C[O]_C=O+[CH2]
650,650,[CH2]C[CH]C(748) + HO2(16) <=> SC4H9(183) + O2(2),[CH2]C[CH]C+[O]O_C[CH]CC+[O][O]
651,651,SC4H9(183) <=> [CH2]C[CH]C(748) + H(14),C[CH]CC_[CH2]C[CH]C+[H]
652,652,C2H4(11) + C2H4(11) <=> [CH2]C[CH]C(748),C=C+C=C_[CH2]C[CH]C
653,653,C4H8OOH2-4(223) <=> [CH2]C[CH]C(748) + HO2(16),[CH2]CC(C)OO_[CH2]C[CH]C+[O]O
654,654,[CH2]C[CH]C(748) <=> C4H8-2(189),[CH2]C[CH]C_CC=CC
655,655,[CH2]C[CH]C(748) + HO2(16) <=> PC4H9(182) + O2(2),[CH2]C[CH]C+[O]O_[CH2]CCC+[O][O]
656,656,PC4H9(182) <=> [CH2]C[CH]C(748) + H(14),[CH2]CCC_[CH2]C[CH]C+[H]
657,657,C4H8OOH1-3(219) <=> [CH2]C[CH]C(748) + HO2(16),C[CH]CCOO_[CH2]C[CH]C+[O]O
658,658,C4H8OOH1-4(220) <=> [CH2]C[CH]C(748) + HO2(16),[CH2]CCCOO_[CH2]C[CH]C+[O]O
659,659,[CH2]C[CH]C(748) <=> C4H8-1(188),[CH2]C[CH]C_C=CCC
660,660,C2H4(11) + C3H6(12) <=> CH2(23) + [CH2]C[CH]C(748),C=C+C=CC_[CH2]+[CH2]C[CH]C
661,661,C2H4(11) + C3H6(12) <=> CH2(23) + [CH2]C[CH]C(748),C=C+C=CC_[CH2]+[CH2]C[CH]C
662,662,C3H6(12) + CH2O(9) <=> [CH2]C[CH]C(748) + O(5),C=CC+C=O_[CH2]C[CH]C+[O]
663,663,C2H4(11) + CH3CHO(35) <=> [CH2]C[CH]C(748) + O(5),C=C+CC=O_[CH2]C[CH]C+[O]
664,664,C[C]CC-2(776) <=> [CH2]C[CH]C(748),C[C]CC_[CH2]C[CH]C
665,665,CH2CO(24) + C3H6(12) <=> CO(6) + [CH2]C[CH]C(748),C=C=O+C=CC_[C-]#[O+]+[CH2]C[CH]C
666,666,C4H8O1-3(214) <=> [CH2]C[CH]C(748) + O(5),CC1CCO1_[CH2]C[CH]C+[O]
667,667,C2H5(33) + [CH2]C[CH]C(748) <=> C2H4(11) + SC4H9(183),C[CH2]+[CH2]C[CH]C_C=C+C[CH]CC
668,668,NC3H7(92) + [CH2]C[CH]C(748) <=> C3H6(12) + SC4H9(183),[CH2]CC+[CH2]C[CH]C_C=CC+C[CH]CC
669,669,IC3H7(93) + [CH2]C[CH]C(748) <=> C3H6(12) + SC4H9(183),C[CH]C+[CH2]C[CH]C_C=CC+C[CH]CC
670,670,[CH2]C[CH]C(748) + HCO(19) <=> SC4H9(183) + CO(6),[CH2]C[CH]C+[CH]=O_C[CH]CC+[C-]#[O+]
671,671,CH3O(31) + [CH2]C[CH]C(748) <=> CH2O(9) + SC4H9(183),C[O]+[CH2]C[CH]C_C=O+C[CH]CC
672,672,SC4H9(183) + [CH2]C[CH]C(748) <=> C4H8-2(189) + SC4H9(183),C[CH]CC+[CH2]C[CH]C_CC=CC+C[CH]CC
673,673,PC4H9(182) + [CH2]C[CH]C(748) <=> C4H8-1(188) + SC4H9(183),[CH2]CCC+[CH2]C[CH]C_C=CCC+C[CH]CC
674,674,SC4H9(183) + [CH2]C[CH]C(748) <=> C4H8-1(188) + SC4H9(183),C[CH]CC+[CH2]C[CH]C_C=CCC+C[CH]CC
675,675,C2H5(33) + [CH2]C[CH]C(748) <=> C2H4(11) + PC4H9(182),C[CH2]+[CH2]C[CH]C_C=C+[CH2]CCC
676,676,NC3H7(92) + [CH2]C[CH]C(748) <=> C3H6(12) + PC4H9(182),[CH2]CC+[CH2]C[CH]C_C=CC+[CH2]CCC
677,677,IC3H7(93) + [CH2]C[CH]C(748) <=> C3H6(12) + PC4H9(182),C[CH]C+[CH2]C[CH]C_C=CC+[CH2]CCC
678,678,CH3CO(20) + [CH2]C[CH]C(748) <=> CH2CO(24) + SC4H9(183),C[C]=O+[CH2]C[CH]C_C=C=O+C[CH]CC
679,679,CH2CHO(21) + [CH2]C[CH]C(748) <=> CH2CO(24) + SC4H9(183),[CH2]C=O+[CH2]C[CH]C_C=C=O+C[CH]CC
680,680,SC4H9(183) + [CH2]C[CH]C(748) <=> C4H8-2(189) + PC4H9(182),C[CH]CC+[CH2]C[CH]C_CC=CC+[CH2]CCC
681,681,PC4H9(182) + [CH2]C[CH]C(748) <=> C4H8-1(188) + PC4H9(182),[CH2]CCC+[CH2]C[CH]C_C=CCC+[CH2]CCC
682,682,SC4H9(183) + [CH2]C[CH]C(748) <=> C4H8-1(188) + PC4H9(182),C[CH]CC+[CH2]C[CH]C_C=CCC+[CH2]CCC
683,683,CH3O(31) + [CH2]C[CH]C(748) <=> CH2O(9) + PC4H9(182),C[O]+[CH2]C[CH]C_C=O+[CH2]CCC
684,684,[CH2]C[CH]C(748) + HCO(19) <=> CO(6) + PC4H9(182),[CH2]C[CH]C+[CH]=O_[C-]#[O+]+[CH2]CCC
685,685,C2H4(11) + C2H4(11) <=> C3H6(12) + CH2(23),C=C+C=C_C=CC+[CH2]
686,686,C4H8-2(189) <=> C3H6(12) + CH2(23),CC=CC_C=CC+[CH2]
687,687,C4H8-1(188) <=> C3H6(12) + CH2(23),C=CCC_C=CC+[CH2]
688,688,C[C]CC-2(776) <=> C3H6(12) + CH2(23),C[C]CC_C=CC+[CH2]
689,689,[CH2]C[O](703) <=> CH3(18) + HCO(19),[CH2]C[O]_[CH3]+[CH]=O
690,690,[CH2]C[O](703) <=> CH3CO(20) + H(14),[CH2]C[O]_C[C]=O+[H]
691,691,C2H5(33) + [CH2]C[O](703) <=> C2H6(32) + CH2CHO(21),C[CH2]+[CH2]C[O]_CC+[CH2]C=O
692,692,[CH2]CC(C)[O](766) + HO2(16) <=> SC4H9O(217) + O2(2),[CH2]CC(C)[O]+[O]O_CCC(C)[O]+[O][O]
693,693,[CH2]C[O](703) + O2(2) <=> CH2CHO(21) + HO2(16),[CH2]C[O]+[O][O]_[CH2]C=O+[O]O
694,694,[CH2]C[CH]C(748) <=> C3H6(12) + CH2(23),[CH2]C[CH]C_C=CC+[CH2]
695,695,C[C]C(689) <=> C3H6(12),C[C]C_C=CC
696,696,CH2CO(24) + H(14) <=> CH2(23) + HCO(19),C=C=O+[H]_[CH2]+[CH]=O
697,697,C4H71-3(190) + H(14) <=> C4H8-1(188),C=C[CH]C+[H]_C=CCC
698,698,C4H8-1(188) + O2(2) <=> C4H71-3(190) + HO2(16),C=CCC+[O][O]_C=C[CH]C+[O]O
699,699,C4H8-1(188) + O(5) <=> C4H71-3(190) + OH(15),C=CCC+[O]_C=C[CH]C+[OH]
700,700,C4H8-2(189) + O(5) <=> C4H71-3(190) + OH(15),CC=CC+[O]_C=C[CH]C+[OH]
701,701,C4H8-1(188) + H(14) <=> C4H71-3(190) + H2(13),C=CCC+[H]_C=C[CH]C+[H][H]
702,702,C4H8-1(188) + OH(15) <=> C4H71-3(190) + H2O(8),C=CCC+[OH]_C=C[CH]C+O
703,703,C4H8-1(188) + CH3(18) <=> CH4(10) + C4H71-3(190),C=CCC+[CH3]_C+C=C[CH]C
704,704,C4H8-1(188) + HO2(16) <=> C4H71-3(190) + H2O2(17),C=CCC+[O]O_C=C[CH]C+OO
705,705,C4H8-1(188) + C3H5-A(94) <=> C3H6(12) + C4H71-3(190),C=CCC+[CH2]C=C_C=CC+C=C[CH]C
706,706,C4H71-3(190) + H(14) <=> C4H8-2(189),C=C[CH]C+[H]_CC=CC
707,707,C4H8-2(189) + O2(2) <=> C4H71-3(190) + HO2(16),CC=CC+[O][O]_C=C[CH]C+[O]O
708,708,C4H8-2(189) + H(14) <=> C4H71-3(190) + H2(13),CC=CC+[H]_C=C[CH]C+[H][H]
709,709,C4H8-2(189) + OH(15) <=> C4H71-3(190) + H2O(8),CC=CC+[OH]_C=C[CH]C+O
710,710,C4H8-2(189) + CH3(18) <=> CH4(10) + C4H71-3(190),CC=CC+[CH3]_C+C=C[CH]C
711,711,C4H8-2(189) + HO2(16) <=> C4H71-3(190) + H2O2(17),CC=CC+[O]O_C=C[CH]C+OO
712,712,C4H71-3(190) + C2H5(33) <=> C2H4(11) + C4H8-1(188),C=C[CH]C+C[CH2]_C=C+C=CCC
713,713,C4H71-3(190) + CH3O(31) <=> C4H8-1(188) + CH2O(9),C=C[CH]C+C[O]_C=CCC+C=O
714,714,C4H71-3(190) + C2H5(33) <=> C2H4(11) + C4H8-2(189),C=C[CH]C+C[CH2]_C=C+CC=CC
715,715,C4H71-3(190) + NC3H7(92) <=> C3H6(12) + C4H8-2(189),C=C[CH]C+[CH2]CC_C=CC+CC=CC
716,716,C4H71-3(190) + IC3H7(93) <=> C3H6(12) + C4H8-2(189),C=C[CH]C+C[CH]C_C=CC+CC=CC
717,717,C4H71-3(190) + NC3H7(92) <=> C3H6(12) + C4H8-1(188),C=C[CH]C+[CH2]CC_C=CC+C=CCC
718,718,C4H71-3(190) + IC3H7(93) <=> C3H6(12) + C4H8-1(188),C=C[CH]C+C[CH]C_C=CC+C=CCC
719,719,C4H71-3(190) + CH3CO(20) <=> CH2CO(24) + C4H8-2(189),C=C[CH]C+C[C]=O_C=C=O+CC=CC
720,720,C4H71-3(190) + CH2CHO(21) <=> CH2CO(24) + C4H8-2(189),C=C[CH]C+[CH2]C=O_C=C=O+CC=CC
721,721,C4H71-3(190) + CH3CO(20) <=> CH2CO(24) + C4H8-1(188),C=C[CH]C+C[C]=O_C=C=O+C=CCC
722,722,C4H71-3(190) + CH2CHO(21) <=> CH2CO(24) + C4H8-1(188),C=C[CH]C+[CH2]C=O_C=C=O+C=CCC
723,723,C4H71-3(190) + HCO(19) <=> C4H8-2(189) + CO(6),C=C[CH]C+[CH]=O_CC=CC+[C-]#[O+]
724,724,C4H71-3(190) + HCO(19) <=> C4H8-1(188) + CO(6),C=C[CH]C+[CH]=O_C=CCC+[C-]#[O+]
725,725,C4H71-3(190) + CH3O(31) <=> CH2O(9) + C4H8-2(189),C=C[CH]C+C[O]_C=O+CC=CC
726,726,C4H71-3(190) + SC4H9(183) <=> C4H8-2(189) + C4H8-2(189),C=C[CH]C+C[CH]CC_CC=CC+CC=CC
727,727,C4H71-3(190) + PC4H9(182) <=> C4H8-1(188) + C4H8-2(189),C=C[CH]C+[CH2]CCC_C=CCC+CC=CC
728,728,C4H71-3(190) + SC4H9(183) <=> C4H8-1(188) + C4H8-2(189),C=C[CH]C+C[CH]CC_C=CCC+CC=CC
729,729,C4H71-3(190) + SC4H9(183) <=> C4H8-1(188) + C4H8-2(189),C=C[CH]C+C[CH]CC_C=CCC+CC=CC
730,730,C4H71-3(190) + PC4H9(182) <=> C4H8-1(188) + C4H8-1(188),C=C[CH]C+[CH2]CCC_C=CCC+C=CCC
731,731,C4H71-3(190) + SC4H9(183) <=> C4H8-1(188) + C4H8-1(188),C=C[CH]C+C[CH]CC_C=CCC+C=CCC
732,732,C4H71-3(190) + C2H3(22) <=> C2H2(25) + C4H8-2(189),C=C[CH]C+[CH]=C_C#C+CC=CC
733,733,C4H71-3(190) + C2H3(22) <=> C2H2(25) + C4H8-1(188),C=C[CH]C+[CH]=C_C#C+C=CCC
734,734,C4H71-3(190) + C2H6(32) <=> C4H8-2(189) + C2H5(33),C=C[CH]C+CC_CC=CC+C[CH2]
735,735,C4H71-3(190) + C2H6(32) <=> C4H8-1(188) + C2H5(33),C=C[CH]C+CC_C=CCC+C[CH2]
736,736,C4H71-3(190) + [CH2]C[O](703) <=> C4H8-2(189) + CH2CHO(21),C=C[CH]C+[CH2]C[O]_CC=CC+[CH2]C=O
737,737,C4H8-2(189) + CH2CHO(21) <=> C4H71-3(190) + CH3CHO(35),CC=CC+[CH2]C=O_C=C[CH]C+CC=O
738,738,C4H71-3(190) + [CH2]C[O](703) <=> C4H8-1(188) + CH2CHO(21),C=C[CH]C+[CH2]C[O]_C=CCC+[CH2]C=O
739,739,C4H8-1(188) + CH2CHO(21) <=> C4H71-3(190) + CH3CHO(35),C=CCC+[CH2]C=O_C=C[CH]C+CC=O
740,740,C4H8-2(189) + SC4H9(183) <=> C4H71-3(190) + butane(1),CC=CC+C[CH]CC_C=C[CH]C+CCCC
741,741,C4H8-1(188) + SC4H9(183) <=> C4H71-3(190) + butane(1),C=CCC+C[CH]CC_C=C[CH]C+CCCC
742,742,C3H6(12) + C4H71-3(190) <=> C4H8-2(189) + C3H5-A(94),C=CC+C=C[CH]C_CC=CC+[CH2]C=C
743,743,C4H8-2(189) + PC4H9(182) <=> C4H71-3(190) + butane(1),CC=CC+[CH2]CCC_C=C[CH]C+CCCC
744,744,C4H8-1(188) + PC4H9(182) <=> C4H71-3(190) + butane(1),C=CCC+[CH2]CCC_C=C[CH]C+CCCC
745,745,C2H4(11) + C2H4(11) <=> C4H71-3(190) + H(14),C=C+C=C_C=C[CH]C+[H]
746,746,C[C]CC-2(776) <=> C4H71-3(190) + H(14),C[C]CC_C=C[CH]C+[H]
747,747,[CH2]C[CH]C(748) <=> C4H71-3(190) + H(14),[CH2]C[CH]C_C=C[CH]C+[H]
748,748,C4H8-2(189) + HCO(19) <=> C4H71-3(190) + CH2O(9),CC=CC+[CH]=O_C=C[CH]C+C=O
749,749,C4H8-1(188) + HCO(19) <=> C4H71-3(190) + CH2O(9),C=CCC+[CH]=O_C=C[CH]C+C=O
750,750,[CH2]C[CH]C(748) + O2(2) <=> C4H71-3(190) + HO2(16),[CH2]C[CH]C+[O][O]_C=C[CH]C+[O]O
751,751,[CH2]C[CH]C(748) + HO2(16) <=> C4H71-3(190) + H2O2(17),[CH2]C[CH]C+[O]O_C=C[CH]C+OO
752,752,CH2(23) + [CH2]C[CH]C(748) <=> C4H71-3(190) + CH3(18),[CH2]+[CH2]C[CH]C_C=C[CH]C+[CH3]
753,753,C4H8-1(188) + CH2(23) <=> C4H71-3(190) + CH3(18),C=CCC+[CH2]_C=C[CH]C+[CH3]
754,754,C4H8-2(189) + CH2(23) <=> C4H71-3(190) + CH3(18),CC=CC+[CH2]_C=C[CH]C+[CH3]
755,755,[CH2]C[CH]C(748) + C2H(4) <=> C2H2(25) + C4H71-3(190),[CH2]C[CH]C+[C]#C_C#C+C=C[CH]C
756,756,C4H8-1(188) + C2H(4) <=> C2H2(25) + C4H71-3(190),C=CCC+[C]#C_C#C+C=C[CH]C
757,757,C4H8-2(189) + C2H(4) <=> C2H2(25) + C4H71-3(190),CC=CC+[C]#C_C#C+C=C[CH]C
758,758,SC4H9(183) + [CH2]C[CH]C(748) <=> C4H71-3(190) + butane(1),C[CH]CC+[CH2]C[CH]C_C=C[CH]C+CCCC
759,759,PC4H9(182) + [CH2]C[CH]C(748) <=> C4H71-3(190) + butane(1),[CH2]CCC+[CH2]C[CH]C_C=C[CH]C+CCCC
760,760,[CH2]C[CH]C(748) + OH(15) <=> C4H71-3(190) + H2O(8),[CH2]C[CH]C+[OH]_C=C[CH]C+O
761,761,[CH2]C[CH]C(748) + HCO(19) <=> C4H71-3(190) + CH2O(9),[CH2]C[CH]C+[CH]=O_C=C[CH]C+C=O
762,762,[CH2]C[CH]C(748) + CH3(18) <=> CH4(10) + C4H71-3(190),[CH2]C[CH]C+[CH3]_C+C=C[CH]C
763,763,[CH2]C[CH]C(748) + C2H3(22) <=> C2H4(11) + C4H71-3(190),[CH2]C[CH]C+[CH]=C_C=C+C=C[CH]C
764,764,C4H8-1(188) + C2H3(22) <=> C2H4(11) + C4H71-3(190),C=CCC+[CH]=C_C=C+C=C[CH]C
765,765,C2H4(11) + C4H71-3(190) <=> C4H8-2(189) + C2H3(22),C=C+C=C[CH]C_CC=CC+[CH]=C
766,766,C3H5-A(94) + [CH2]C[CH]C(748) <=> C3H6(12) + C4H71-3(190),[CH2]C=C+[CH2]C[CH]C_C=CC+C=C[CH]C
767,767,[CH2]C[CH]C(748) + H(14) <=> C4H71-3(190) + H2(13),[CH2]C[CH]C+[H]_C=C[CH]C+[H][H]
768,768,C4H71-3(190) + [CH2]C[CH]C(748) <=> C4H71-3(190) + C4H8-2(189),C=C[CH]C+[CH2]C[CH]C_C=C[CH]C+CC=CC
769,769,C4H8-1(188) + C4H71-3(190) <=> C4H71-3(190) + C4H8-2(189),C=CCC+C=C[CH]C_C=C[CH]C+CC=CC
770,770,C4H71-3(190) + [CH2]C[CH]C(748) <=> C4H8-1(188) + C4H71-3(190),C=C[CH]C+[CH2]C[CH]C_C=CCC+C=C[CH]C
771,771,CH2CHO(21) + [CH2]C[CH]C(748) <=> C4H71-3(190) + CH3CHO(35),[CH2]C=O+[CH2]C[CH]C_C=C[CH]C+CC=O
772,772,CH3CO(20) + [CH2]C[CH]C(748) <=> C4H71-3(190) + CH3CHO(35),C[C]=O+[CH2]C[CH]C_C=C[CH]C+CC=O
773,773,C4H8-1(188) + CH3CO(20) <=> C4H71-3(190) + CH3CHO(35),C=CCC+C[C]=O_C=C[CH]C+CC=O
774,774,C4H71-3(190) + CH3CHO(35) <=> C4H8-2(189) + CH3CO(20),C=C[CH]C+CC=O_CC=CC+C[C]=O
775,775,C2H5(33) + [CH2]C[CH]C(748) <=> C4H71-3(190) + C2H6(32),C[CH2]+[CH2]C[CH]C_C=C[CH]C+CC
776,776,C4H71-3(190) + O2(2) <=> C=CC(C)O[O](4243),C=C[CH]C+[O][O]_C=CC(C)O[O]
777,777,C4H71-3(190) + O2(2) <=> C=CC(C)O[O](4243),C=C[CH]C+[O][O]_C=CC(C)O[O]
778,778,C4H71-3(190) + O2(2) <=> CC=CCO[O](4244),C=C[CH]C+[O][O]_CC=CCO[O]
779,779,C4H71-3(190) + O2(2) <=> CC=CCO[O](4244),C=C[CH]C+[O][O]_CC=CCO[O]
780,780,C=CC(C)O[O](4243) <=> CC=CCO[O](4244),C=CC(C)O[O]_CC=CCO[O]
781,781,C4H71-3(190) + C4H71-3(190) <=> C4H6(194) + C4H8-1(188),C=C[CH]C+C=C[CH]C_C=CC=C+C=CCC
782,782,C4H6(194) + H(14) <=> C4H71-3(190),C=CC=C+[H]_C=C[CH]C
783,783,C4H71-3(190) + C3H5-A(94) <=> C3H6(12) + C4H6(194),C=C[CH]C+[CH2]C=C_C=CC+C=CC=C
784,784,C4H71-3(190) + O2(2) <=> C4H6(194) + HO2(16),C=C[CH]C+[O][O]_C=CC=C+[O]O
785,785,C4H71-3(190) + H(14) <=> C4H6(194) + H2(13),C=C[CH]C+[H]_C=CC=C+[H][H]
786,786,C4H71-3(190) + C2H5(33) <=> C4H6(194) + C2H6(32),C=C[CH]C+C[CH2]_C=CC=C+CC
787,787,C4H71-3(190) + C2H3(22) <=> C2H4(11) + C4H6(194),C=C[CH]C+[CH]=C_C=C+C=CC=C
788,788,C4H6(194) + H(14) <=> C2H4(11) + C2H3(22),C=CC=C+[H]_C=C+[CH]=C
789,789,C4H6(194) + O(5) <=> C2H2(25) + C2H4O1-2(51),C=CC=C+[O]_C#C+C1CO1
790,790,C4H6(194) + OH(15) <=> CH2O(9) + C3H5-A(94),C=CC=C+[OH]_C=O+[CH2]C=C
791,791,C2H3(22) + C2H3(22) <=> C4H6(194),[CH]=C+[CH]=C_C=CC=C
792,792,C2H2(25) + C2H4(11) <=> C4H6(194),C#C+C=C_C=CC=C
793,793,C4H71-3(190) + HO2(16) <=> C4H6(194) + H2O2(17),C=C[CH]C+[O]O_C=CC=C+OO
794,794,C4H71-3(190) + CH3(18) <=> CH4(10) + C4H6(194),C=C[CH]C+[CH3]_C+C=CC=C
795,795,C4H71-3(190) + C4H71-3(190) <=> C4H6(194) + C4H8-2(189),C=C[CH]C+C=C[CH]C_C=CC=C+CC=CC
796,796,C4H6(194) + HO2(16) <=> C=CC(C)O[O](4243),C=CC=C+[O]O_C=CC(C)O[O]
797,797,C4H6(194) + HO2(16) <=> CC=CCO[O](4244),C=CC=C+[O]O_CC=CCO[O]
798,798,C4H71-3(190) + SC4H9(183) <=> C4H6(194) + butane(1),C=C[CH]C+C[CH]CC_C=CC=C+CCCC
799,799,C4H71-3(190) + PC4H9(182) <=> C4H6(194) + butane(1),C=C[CH]C+[CH2]CCC_C=CC=C+CCCC
800,800,C4H71-3(190) + OH(15) <=> C4H6(194) + H2O(8),C=C[CH]C+[OH]_C=CC=C+O
801,801,C4H71-3(190) + HCO(19) <=> C4H6(194) + CH2O(9),C=C[CH]C+[CH]=O_C=CC=C+C=O
802,802,C4H71-3(190) + CH2CHO(21) <=> C4H6(194) + CH3CHO(35),C=C[CH]C+[CH2]C=O_C=CC=C+CC=O
803,803,C4H71-3(190) + CH3CO(20) <=> C4H6(194) + CH3CHO(35),C=C[CH]C+C[C]=O_C=CC=C+CC=O
804,804,CC(CCOO)OO(787) + SC4H9(183) <=> C4H8OOH2-4O2(229) + butane(1),CC(CCOO)OO+C[CH]CC_CC(CCO[O])OO+CCCC
805,805,CC(CCOO)OO(787) + PC4H9(182) <=> C4H8OOH2-4O2(229) + butane(1),CC(CCOO)OO+[CH2]CCC_CC(CCO[O])OO+CCCC
806,806,"CC(CCOO)OO(787) + SC4H9(183) <=> butane(1) + C4H72-2,4OOH(244)",CC(CCOO)OO+C[CH]CC_CCCC+C[C](CCOO)OO
807,807,"CC(CCOO)OO(787) + PC4H9(182) <=> butane(1) + C4H72-2,4OOH(244)",CC(CCOO)OO+[CH2]CCC_CCCC+C[C](CCOO)OO
808,808,CC(CCOO)OO(787) + SC4H9(183) <=> C4H8OOH1-3O2(225) + butane(1),CC(CCOO)OO+C[CH]CC_CC(CCOO)O[O]+CCCC
809,809,CC(CCOO)OO(787) + PC4H9(182) <=> C4H8OOH1-3O2(225) + butane(1),CC(CCOO)OO+[CH2]CCC_CC(CCOO)O[O]+CCCC
810,810,"CC(CCOO)OO(787) + SC4H9(183) <=> C4H71-1,3OOH(238) + butane(1)",CC(CCOO)OO+C[CH]CC_CC(C[CH]OO)OO+CCCC
811,811,"CC(CCOO)OO(787) + PC4H9(182) <=> C4H71-1,3OOH(238) + butane(1)",CC(CCOO)OO+[CH2]CCC_CC(C[CH]OO)OO+CCCC
812,812,C4H8OOH2-4O2(229) + HO2(16) <=> CC(CCOO)OO(787) + O2(2),CC(CCO[O])OO+[O]O_CC(CCOO)OO+[O][O]
813,813,C4H8OOH1-3O2(225) + HO2(16) <=> CC(CCOO)OO(787) + O2(2),CC(CCOO)O[O]+[O]O_CC(CCOO)OO+[O][O]
814,814,C4H8OOH1-3O2(225) + H2O2(17) <=> CC(CCOO)OO(787) + HO2(16),CC(CCOO)O[O]+OO_CC(CCOO)OO+[O]O
815,815,CC(CCOO)OO(787) + OH(15) <=> C4H8OOH2-4O2(229) + H2O(8),CC(CCOO)OO+[OH]_CC(CCO[O])OO+O
816,816,CC(CCOO)OO(787) + OH(15) <=> C4H8OOH1-3O2(225) + H2O(8),CC(CCOO)OO+[OH]_CC(CCOO)O[O]+O
817,817,CC(CCOO)OO(787) + HCO(19) <=> CH2O(9) + C4H8OOH2-4O2(229),CC(CCOO)OO+[CH]=O_C=O+CC(CCO[O])OO
818,818,CC(CCOO)OO(787) + HCO(19) <=> CH2O(9) + C4H8OOH1-3O2(225),CC(CCOO)OO+[CH]=O_C=O+CC(CCOO)O[O]
819,819,C4H71-3(190) + CC(CCOO)OO(787) <=> C4H8OOH2-4O2(229) + C4H8-2(189),C=C[CH]C+CC(CCOO)OO_CC(CCO[O])OO+CC=CC
820,820,C4H71-3(190) + CC(CCOO)OO(787) <=> C4H8OOH1-3O2(225) + C4H8-2(189),C=C[CH]C+CC(CCOO)OO_CC(CCOO)O[O]+CC=CC
821,821,C4H8-1(188) + C4H8OOH1-3O2(225) <=> C4H71-3(190) + CC(CCOO)OO(787),C=CCC+CC(CCOO)O[O]_C=C[CH]C+CC(CCOO)OO
822,822,C4H8OOH2-4O2(229) + H2O2(17) <=> CC(CCOO)OO(787) + HO2(16),CC(CCO[O])OO+OO_CC(CCOO)OO+[O]O
823,823,C4H8-1(188) + C4H8OOH2-4O2(229) <=> C4H71-3(190) + CC(CCOO)OO(787),C=CCC+CC(CCO[O])OO_C=C[CH]C+CC(CCOO)OO
824,824,CC(CCOO)OO(787) + CH2CHO(21) <=> C4H8OOH2-4O2(229) + CH3CHO(35),CC(CCOO)OO+[CH2]C=O_CC(CCO[O])OO+CC=O
825,825,CC(CCOO)OO(787) + CH3CO(20) <=> C4H8OOH2-4O2(229) + CH3CHO(35),CC(CCOO)OO+C[C]=O_CC(CCO[O])OO+CC=O
826,826,CC(CCOO)OO(787) + CH2CHO(21) <=> C4H8OOH1-3O2(225) + CH3CHO(35),CC(CCOO)OO+[CH2]C=O_CC(CCOO)O[O]+CC=O
827,827,CC(CCOO)OO(787) + CH3CO(20) <=> C4H8OOH1-3O2(225) + CH3CHO(35),CC(CCOO)OO+C[C]=O_CC(CCOO)O[O]+CC=O
828,828,CC(CCOO)OO(787) + C2H3(22) <=> C2H4(11) + C4H8OOH2-4O2(229),CC(CCOO)OO+[CH]=C_C=C+CC(CCO[O])OO
829,829,CC(CCOO)OO(787) + C2H3(22) <=> C2H4(11) + C4H8OOH1-3O2(225),CC(CCOO)OO+[CH]=C_C=C+CC(CCOO)O[O]
830,830,CC(CCOO)OO(787) + C3H5-A(94) <=> C3H6(12) + C4H8OOH1-3O2(225),CC(CCOO)OO+[CH2]C=C_C=CC+CC(CCOO)O[O]
831,831,CC(CCOO)OO(787) + C3H5-A(94) <=> C3H6(12) + C4H8OOH2-4O2(229),CC(CCOO)OO+[CH2]C=C_C=CC+CC(CCO[O])OO
832,832,CH4(10) + C4H8OOH1-3O2(225) <=> CC(CCOO)OO(787) + CH3(18),C+CC(CCOO)O[O]_CC(CCOO)OO+[CH3]
833,833,C4H8OOH1-3(219) + HO2(16) <=> CC(CCOO)OO(787),C[CH]CCOO+[O]O_CC(CCOO)OO
834,834,C4H8OOH2-4(223) + HO2(16) <=> CC(CCOO)OO(787),[CH2]CC(C)OO+[O]O_CC(CCOO)OO
835,835,C4H8OOH1-3O2(225) + H(14) <=> CC(CCOO)OO(787),CC(CCOO)O[O]+[H]_CC(CCOO)OO
836,836,C4H8OOH2-4O2(229) + H(14) <=> CC(CCOO)OO(787),CC(CCO[O])OO+[H]_CC(CCOO)OO
837,837,"C4H72-2,4OOH(244) + H(14) <=> CC(CCOO)OO(787)",C[C](CCOO)OO+[H]_CC(CCOO)OO
838,838,"C4H71-1,3OOH(238) + H(14) <=> CC(CCOO)OO(787)",CC(C[CH]OO)OO+[H]_CC(CCOO)OO
839,839,"C4H72-2,4OOH(244) + H2O2(17) <=> CC(CCOO)OO(787) + HO2(16)",C[C](CCOO)OO+OO_CC(CCOO)OO+[O]O
840,840,"CC(CCOO)OO(787) + HO2(16) <=> C4H71-1,3OOH(238) + H2O2(17)",CC(CCOO)OO+[O]O_CC(C[CH]OO)OO+OO
841,841,"C4H72-2,4OOH(244) + HO2(16) <=> CC(CCOO)OO(787) + O2(2)",C[C](CCOO)OO+[O]O_CC(CCOO)OO+[O][O]
