,rmg_index,name,entry_type,sensitivity,uncertainty,improvement_score
538,428,CH2CHO(21) + CH3CO(20) <=> CH2CO(24) + CH3CHO(35),reaction,-2.8835576658532705e-07,9.22414837185873,1.7947690751081393e-06
539,429,HCO(19) + CH2CHO(21) <=> CO(6) + CH3CHO(35),reaction,1.2657688382121774e-06,1.8171667040130979,-1.4971935268600216e-06
540,430,HCO(19) + CH3CO(20) <=> CO(6) + CH3CHO(35),reaction,-2.9064047427668134e-07,1.8171667040130979,-3.4377923013588345e-07
541,431,HCO(19) + SC4H9(183) <=> CH2O(9) + C4H8-2(189),reaction,-2.682034503499366e-07,1.8171667040130979,-3.172399711724749e-07
542,432,HCO(19) + PC4H9(182) <=> CH2O(9) + C4H8-1(188),reaction,-2.8149241128972193e-07,1.8171667040130979,-3.3295859664112244e-07
543,433,HCO(19) + SC4H9(183) <=> CH2O(9) + C4H8-1(188),reaction,-3.123310108835206e-07,1.8171667040130979,-3.694355190422757e-07
544,434,CH2CHO(21) + C2H5(33) <=> C2H4(11) + CH3CHO(35),reaction,1.7033704284912452e-06,1.8171667040130979,-2.014803258218921e-06
545,435,CH3CO(20) + C2H5(33) <=> C2H4(11) + CH3CHO(35),reaction,-2.991183437372981e-07,1.8171667040130979,-3.538071364129315e-07
546,436,CH2CHO(21) + NC3H7(92) <=> CH3CHO(35) + C3H6(12),reaction,-2.533523384927783e-07,1.8171667040130979,-2.9967358158540226e-07
547,437,CH3CO(20) + NC3H7(92) <=> CH3CHO(35) + C3H6(12),reaction,-2.6134825871441636e-07,2.0467564209684275,-2.491285495105996e-07
548,438,CH2CHO(21) + IC3H7(93) <=> CH3CHO(35) + C3H6(12),reaction,-2.9824053357689104e-07,1.8171667040130979,-3.527688333276464e-07
549,439,CH3CO(20) + IC3H7(93) <=> CH3CHO(35) + C3H6(12),reaction,-2.945516408567505e-07,1.8171667040130979,-3.4840548819294047e-07
550,440,CH2CHO(21) + SC4H9(183) <=> CH3CHO(35) + C4H8-2(189),reaction,2.8835347384847985e-06,1.8171667040130979,-3.410740898814704e-06
551,441,CH3CO(20) + SC4H9(183) <=> CH3CHO(35) + C4H8-2(189),reaction,-3.121406182645554e-07,2.0467564209684275,-2.9754604011563265e-07
552,442,CH2CHO(21) + PC4H9(182) <=> CH3CHO(35) + C4H8-1(188),reaction,8.660654613208076e-07,1.8171667040130979,-1.0244110641545077e-06
553,443,CH3CO(20) + PC4H9(182) <=> CH3CHO(35) + C4H8-1(188),reaction,-2.703891685254461e-07,2.0467564209684275,-2.5774673873656727e-07
554,444,CH2CHO(21) + SC4H9(183) <=> CH3CHO(35) + C4H8-1(188),reaction,-1.2156041445632476e-07,1.8171667040130979,-1.4378570569290848e-07
555,445,CH3CO(20) + SC4H9(183) <=> CH3CHO(35) + C4H8-1(188),reaction,-3.374970940694611e-07,1.8171667040130979,-3.992028001641822e-07
556,446,CH2O(9) + O=C1COC1(917) <=> CH2O(9) + C=C([O])C[O](920),reaction,0.0,0.5,-0.0
557,447,O2(2) + IC3H7(93) <=> IC3H7O2(97),reaction,0.0,0.5,-0.0
558,448,IC3H7O2(97) <=> HO2(16) + C3H6(12),reaction,-5.317005547707493e-06,0.5,-1.3292513869268732e-05
559,449,C4H8OOH1-3(219) <=> OH(15) + C4H8O1-3(214),reaction,0.46669115410808515,0.5,-1.166727885270213
560,450,C4H8OOH2-4(223) <=> OH(15) + C4H8O1-3(214),reaction,-0.059254833010691094,0.5,-0.14813708252672775
561,451,C4H8O1-3(214) <=> CH2O(9) + C3H6(12),reaction,0.0,0.5,-0.0
562,452,C4H8O1-3(214) <=> C2H4(11) + CH3CHO(35),reaction,0.0,0.5,-0.0
563,453,CH2O(9) + C3H6(12) <=> C2H4(11) + CH3CHO(35),reaction,0.0,0.5,-0.0
564,454,O(5) + NC3H7(92) <=> OH(15) + C3H6(12),reaction,-2.9418525691300645e-07,5.384710939186744,7.015468003079091e-07
565,455,O(5) + IC3H7(93) <=> OH(15) + C3H6(12),reaction,-3.1071990042301125e-07,1.8171667040130979,-3.675298439460724e-07
566,456,H(14) + SC4H9(183) <=> H2(13) + C4H8-2(189),reaction,-1.40399976787766e-07,1.8171667040130979,-1.660697673003578e-07
567,457,H(14) + PC4H9(182) <=> H2(13) + C4H8-1(188),reaction,-2.149612604734527e-07,1.8171667040130979,-2.5426333623531304e-07
568,458,H(14) + SC4H9(183) <=> H2(13) + C4H8-1(188),reaction,-1.3408705580636024e-07,1.8171667040130979,-1.5860263416861676e-07
569,459,CH3(18) + SC4H9(183) <=> CH4(10) + C4H8-2(189),reaction,2.6580459264684432e-05,1.8171667040130979,-3.1440252240892274e-05
570,460,CH2CO(24) + CH3CHO(35) <=> C2H(4) + C2H5O2(47),reaction,0.0,0.5,-0.0
571,461,CH2O(9) + CH2CO(24) <=> CH3O2(45) + C2H(4),reaction,0.0,0.5,-0.0
572,462,CH2CO(24) + CH3CHO(35) <=> CH2CHO(21) + CH2CHO(21),reaction,0.0,0.5,-0.0
573,463,CH3CHO(35) + CH3CHO(35) <=> C2H3(22) + C2H5O2(47),reaction,0.0,0.5,-0.0
574,464,CH3(18) + CH2CHO(21) <=> CH4(10) + CH2CO(24),reaction,4.0622304340507855e-06,9.22414837185873,2.528392494221218e-05
575,465,CH2O(9) + CH3CHO(35) <=> CH3O2(45) + C2H3(22),reaction,0.0,0.5,-0.0
576,466,CO(6) + CH4(10) <=> H(14) + CH2CHO(21),reaction,0.0,0.5,-0.0
577,467,CO(6) + CH4(10) <=> H(14) + CH3CO(20),reaction,0.0,0.5,-0.0
578,468,CH2(23) + CH3CO(20) <=> CH3(18) + CH2CO(24),reaction,-2.6253683344746693e-07,3.5830007736591174,1.5305917701388806e-07
579,469,CH2(23) + CH2CHO(21) <=> CH3(18) + CH2CO(24),reaction,-2.843805797235391e-07,9.22414837185873,1.7700269222745075e-06
580,470,OH(15) + O=C1COC1(917) <=> CO(6) + C2H5O2(47),reaction,0.0,0.5,-0.0
581,471,CO(6) + C2H5O2(47) <=> OH(15) + C=C([O])C[O](920),reaction,0.0,0.5,-0.0
582,472,C4H8OOH2-4(223) <=> OH(15) + [CH2]CC(C)[O](766),reaction,0.0,0.5,-0.0
583,473,C2H4(11) + CH3CHO(35) <=> [CH2]CC(C)[O](766),reaction,0.0,0.5,-0.0
584,474,CH2O(9) + C3H6(12) <=> [CH2]CC(C)[O](766),reaction,0.0,0.5,-0.0
585,475,C4H8O1-3(214) <=> [CH2]CC(C)[O](766),reaction,0.0,0.5,-0.0
586,476,O2(2) + C4H8O1-3(214) <=> O2(2) + [CH2]CC(C)[O](766),reaction,0.0,0.5,-0.0
587,477,O(5) + SC4H9(183) <=> OH(15) + C4H8-2(189),reaction,-2.5673457462391993e-07,5.384710939186744,6.122377485731172e-07
588,478,O(5) + PC4H9(182) <=> OH(15) + C4H8-1(188),reaction,-2.7627464624276985e-07,5.384710939186744,6.58835171115081e-07
589,479,O(5) + SC4H9(183) <=> OH(15) + C4H8-1(188),reaction,-2.6750817365106286e-07,1.8171667040130979,-3.1641757474312324e-07
590,480,OH(15) + CH2(23) <=> O(5) + CH3(18),reaction,-4.2717191111957694e-07,2.4386668160523914,-2.39785768961737e-07
591,481,HCO(19) + C2H(4) <=> CO(6) + C2H2(25),reaction,-2.968823303168304e-07,3.2193177896576985,6.511157647351399e-08
592,482,HCO(19) + C2H3(22) <=> CH2O(9) + C2H2(25),reaction,-2.7297332748842e-07,1.8171667040130979,-3.2288194066963983e-07
593,483,C2H(4) + C2H5(33) <=> C2H2(25) + C2H4(11),reaction,-2.9720614553692327e-07,0.5,-7.430153638423082e-07
594,484,C2H(4) + NC3H7(92) <=> C2H2(25) + C3H6(12),reaction,-2.530262404368448e-07,0.5,-6.32565601092112e-07
595,485,C2H(4) + IC3H7(93) <=> C2H2(25) + C3H6(12),reaction,-3.174964911436402e-07,1.8171667040130979,-3.7554542108370825e-07
596,486,C2H(4) + SC4H9(183) <=> C2H2(25) + C4H8-2(189),reaction,-2.8167277960662406e-07,1.8171667040130979,-3.331719422918954e-07
597,487,C2H(4) + PC4H9(182) <=> C2H2(25) + C4H8-1(188),reaction,-3.2634076322914545e-07,1.8171667040130979,-3.8600672058521137e-07
598,488,C2H(4) + SC4H9(183) <=> C2H2(25) + C4H8-1(188),reaction,-2.9714794256355784e-07,1.8171667040130979,-3.514764802981798e-07
599,489,CH2O(9) + C2H5(33) <=> HCO(19) + C2H6(32),reaction,2.2653547039237278e-05,0.5,-5.663386759809319e-05
600,490,H(14) + C2H6(32) <=> H2(13) + C2H5(33),reaction,2.0391036264929413e-06,0.5,-5.097759066232353e-06
601,491,O(5) + C2H6(32) <=> OH(15) + C2H5(33),reaction,-1.6702451354004467e-06,0.5,-4.175612838501117e-06
602,492,OH(15) + C2H6(32) <=> H2O(8) + C2H5(33),reaction,-1.843068842001438e-05,0.5,-4.607672105003595e-05
603,493,CH(3) + C2H6(32) <=> CH3(18) + C2H4(11),reaction,-3.1416443817059064e-07,0.5,-7.854110954264766e-07
604,494,CH3(18) + C2H6(32) <=> CH4(10) + C2H5(33),reaction,0.0,0.5,-0.0
605,495,O2(2) + C2H6(32) <=> HO2(16) + C2H5(33),reaction,5.448603486180486e-05,0.5,-0.00013621508715451215
606,496,HO2(16) + C2H6(32) <=> H2O2(17) + C2H5(33),reaction,0.00010273699668555002,0.5,-0.00025684249171387504
607,497,CH(3) + C2H6(32) <=> CH2(23) + C2H5(33),reaction,-2.620207332084853e-07,0.5,-6.550518330212133e-07
608,498,C2H5(33) + butane(1) <=> C2H6(32) + PC4H9(182),reaction,-2.0513678642696043e-05,0.5,-5.128419660674011e-05
609,499,C2H5(33) + butane(1) <=> C2H6(32) + SC4H9(183),reaction,-1.0615018715718343e-07,0.5,-2.653754678929586e-07
610,500,HCO(19) + C2H5(33) <=> CO(6) + C2H6(32),reaction,1.097000363066702e-06,0.5,-2.7425009076667547e-06
611,501,C2H5(33) + C2H5(33) <=> C2H4(11) + C2H6(32),reaction,2.669750137910524e-07,0.5,-6.67437534477631e-07
612,502,CH3(18) + CH3CO(20) <=> CO(6) + C2H6(32),reaction,6.830716758411757e-07,0.5,-1.7076791896029394e-06
613,503,CH3(18) + CH3(18) <=> C2H6(32),reaction,0.0,0.5,-0.0
614,504,CH2(23) + C2H6(32) <=> CH3(18) + C2H5(33),reaction,-3.442867840085148e-07,2.4353334827190585,-1.944072192719438e-07
615,505,C2H3(22) + C2H6(32) <=> C2H4(11) + C2H5(33),reaction,-4.778222416653821e-07,0.5,-1.1945556041634552e-06
616,506,C2H6(32) <=> H(14) + C2H5(33),reaction,0.0,0.5,-0.0
617,507,C2H5(33) + NC3H7(92) <=> C2H6(32) + C3H6(12),reaction,-3.311445615895562e-07,0.5,-8.278614039738904e-07
618,508,C2H5(33) + IC3H7(93) <=> C2H6(32) + C3H6(12),reaction,-2.845895171145097e-07,1.8171667040130979,-3.3662195653187635e-07
619,509,C2H5(33) + SC4H9(183) <=> C2H6(32) + C4H8-2(189),reaction,4.362792155857735e-07,2.0467564209684275,-4.1588036092206977e-07
620,510,C2H5(33) + PC4H9(182) <=> C2H6(32) + C4H8-1(188),reaction,-6.042586141384338e-09,2.0467564209684275,-5.760056440019786e-09
621,511,C2H5(33) + SC4H9(183) <=> C2H6(32) + C4H8-1(188),reaction,-2.9350828399937585e-07,1.8171667040130979,-3.4717137096244145e-07
622,512,HO2(16) + CH3(18) <=> OH(15) + CH3O(31),reaction,-0.00881444142733175,0.5,-0.022036103568329378
623,513,O2(2) + CH3(18) <=> O(5) + CH3O(31),reaction,-6.278540137195907e-05,0.5,-0.00015696350342989769
624,514,H(14) + CH3O(31) <=> H2(13) + CH2O(9),reaction,-1.8204039514537662e-07,0.5,-4.5510098786344154e-07
625,515,H(14) + CH3O(31) <=> OH(15) + CH3(18),reaction,-3.936153376576452e-07,0.5,-9.84038344144113e-07
626,516,O(5) + CH3O(31) <=> OH(15) + CH2O(9),reaction,-3.305990422844377e-07,0.5,-8.264976057110943e-07
627,517,OH(15) + CH3O(31) <=> H2O(8) + CH2O(9),reaction,3.958661913791918e-07,0.5,-9.896654784479794e-07
628,518,O2(2) + CH3O(31) <=> HO2(16) + CH2O(9),reaction,0.006355683069754474,0.5,-0.015889207674386185
629,519,CH3(18) + CH3O(31) <=> CH2O(9) + CH4(10),reaction,3.8364532608241596e-05,0.5,-9.591133152060399e-05
630,520,CO(6) + CH3O(31) <=> CO2(7) + CH3(18),reaction,-3.266274274816249e-05,0.5,-8.165685687040622e-05
631,521,HO2(16) + CH3O(31) <=> H2O2(17) + CH2O(9),reaction,1.4971873355663028e-05,0.5,-3.742968338915757e-05
632,522,CH3(18) + CH3O2(45) <=> CH3O(31) + CH3O(31),reaction,0.006971137735839601,0.5,-0.017427844339599003
633,523,CH3O2(45) + CH3O2(45) => O2(2) + CH3O(31) + CH3O(31),reaction,0.0014318022710042883,0.5,-0.0035795056775107205
634,524,H(14) + CH3O2(45) <=> OH(15) + CH3O(31),reaction,4.4399475051172497e-07,0.5,-1.1099868762793125e-06
635,525,O(5) + CH3O2(45) <=> O2(2) + CH3O(31),reaction,7.601581079306002e-06,0.5,-1.9003952698265005e-05
636,526,CH3O2(45) + C2H4(11) <=> CH3O(31) + C2H4O1-2(51),reaction,0.00010554944074576556,0.5,-0.0002638736018644139
637,527,O2(2) + C2H3(22) <=> CO(6) + CH3O(31),reaction,0.0,0.5,-0.0
638,528,HCO(19) + CH3O2(45) <=> H(14) + CO2(7) + CH3O(31),reaction,-1.6741366400760779e-06,0.5,-4.185341600190195e-06
639,529,CO(6) + CH3O2(45) <=> CO2(7) + CH3O(31),reaction,8.502344169594887e-06,0.5,-2.125586042398722e-05
640,530,HO2(16) + C2H2(25) <=> CO(6) + CH3O(31),reaction,0.0,0.5,-0.0
641,531,CH3O2(45) + CH3CO(20) <=> CO2(7) + CH3(18) + CH3O(31),reaction,8.117238300553542e-07,0.5,-2.0293095751383856e-06
642,532,CH3O(31) + SC4H9(183) <=> CH2O(9) + butane(1),reaction,3.673803231277024e-07,4.555555555555555,5.714805026430926e-07
643,533,CH3O(31) + PC4H9(182) <=> CH2O(9) + butane(1),reaction,-3.639062635676922e-08,4.555555555555555,5.6607640999418784e-08
644,534,HCO(19) + CH3O(31) <=> CH2O(9) + CH2O(9),reaction,-2.7198338189088264e-07,4.555555555555555,4.2308526071915074e-07
645,535,CH3O(31) + C2H3(22) <=> CH2O(9) + C2H4(11),reaction,-2.7169090429045227e-07,4.555555555555555,4.226302955629257e-07
646,536,CH3O2(45) <=> O(5) + CH3O(31),reaction,0.0,0.5,-0.0
647,537,CH2(23) + CH3O(31) <=> CH2O(9) + CH3(18),reaction,-2.925857044765121e-07,1.8171667040130979,-3.460801131846025e-07
648,538,CH3O(31) + CH2CHO(21) <=> CH2O(9) + CH3CHO(35),reaction,5.845071709755032e-07,4.555555555555555,9.092333770730049e-07
649,539,CH3O(31) + CH3CO(20) <=> CH2O(9) + CH3CHO(35),reaction,-2.454782062555609e-07,4.555555555555555,3.8185498750865025e-07
650,540,CH2O(9) + CH3CHO(35) <=> CH3O(31) + CH2CHO(21),reaction,0.0,0.5,-0.0
651,541,CH3O(31) + C2H(4) <=> CH2O(9) + C2H2(25),reaction,-3.0100312175398257e-07,1.8171667040130979,-3.5603651460661e-07
652,542,CH3O(31) + C2H5(33) <=> CH2O(9) + C2H6(32),reaction,-4.359367771328691e-08,4.555555555555555,6.781238755400185e-08
653,543,H(14) + CH2O(9) <=> CH3O(31),reaction,0.0,0.5,-0.0
654,544,O(5) + CH3(18) <=> CH3O(31),reaction,0.0,0.5,-0.0
655,545,CH2O(9) + CH2CHO(21) <=> HCO(19) + CH3CHO(35),reaction,1.0856366760074741e-05,2.0467564209684275,-1.0348761905653043e-05
656,546,CH2CHO(21) + CH3CHO(35) <=> CH3CO(20) + CH3CHO(35),reaction,-1.2116731638274139e-05,1.8171667040130979,-1.4332073620288576e-05
657,547,CH3CHO(35) + SC4H9(183) <=> CH3CO(20) + butane(1),reaction,-3.3224761273605043e-06,1.8171667040130979,-3.929935388563624e-06
658,548,HO2(16) + C4H8O1-3(214) <=> HO2(16) + [CH2]CC(C)[O](766),reaction,0.0,0.5,-0.0
659,549,C2H3(22) + CH3CHO(35) <=> CH2CHO(21) + C2H4(11),reaction,-3.181339945354688e-07,2.83495673436523,-5.2505873367567846e-08
660,550,CH3CO(20) + C2H5(33) <=> CH2CO(24) + C2H6(32),reaction,-3.385988706014757e-07,3.5830007736591174,1.9740340352076373e-07
661,551,CH2CHO(21) + C2H5(33) <=> CH2CO(24) + C2H6(32),reaction,-1.8209443409166437e-07,9.22414837185873,1.1333827754761696e-06
662,552,C2H3(22) + C2H5(33) <=> C2H2(25) + C2H6(32),reaction,-2.6579284669051703e-07,3.2193177896576985,5.829309964299173e-08
663,553,CH3(18) + C2H3(22) <=> H(14) + C3H5-A(94),reaction,0.0,0.5,-0.0
664,554,C3H6(12) <=> H(14) + C3H5-A(94),reaction,0.0,0.5,-0.0
665,555,O(5) + C3H6(12) <=> OH(15) + C3H5-A(94),reaction,4.899117160102041e-05,0.5,-0.000122477929002551
666,556,OH(15) + C3H6(12) <=> H2O(8) + C3H5-A(94),reaction,0.0007615120500066876,0.5,-0.001903780125016719
667,557,HO2(16) + C3H6(12) <=> H2O2(17) + C3H5-A(94),reaction,-0.00035585034030992553,0.5,-0.0008896258507748139
668,558,H(14) + C3H6(12) <=> H2(13) + C3H5-A(94),reaction,7.278468604073129e-05,0.5,-0.00018196171510182822
669,559,O2(2) + C3H6(12) <=> HO2(16) + C3H5-A(94),reaction,0.005549850941469353,0.5,-0.013874627353673383
670,560,CH3(18) + C3H6(12) <=> CH4(10) + C3H5-A(94),reaction,4.52922531515773e-05,0.5,-0.00011323063287894326
671,561,C2H5(33) + C3H6(12) <=> C2H6(32) + C3H5-A(94),reaction,-1.4642135983030269e-07,0.5,-3.660533995757567e-07
672,562,CH3(18) + C2H2(25) <=> C3H5-A(94),reaction,0.0,0.5,-0.0
673,563,C2H5(33) + C3H5-A(94) <=> C2H4(11) + C3H6(12),reaction,1.145360613224035e-06,0.5,-2.8634015330600876e-06
674,564,O2(2) + C3H5-A(94) <=> CH2O(9) + CH3CO(20),reaction,0.0,0.5,-0.0
675,565,HCO(19) + C3H5-A(94) <=> CO(6) + C3H6(12),reaction,2.5967820251824186e-05,0.5,-6.491955062956047e-05
676,566,C3H5-A(94) + butane(1) <=> C3H6(12) + PC4H9(182),reaction,-3.51744697360427e-05,0.5,-8.793617434010674e-05
677,567,C3H5-A(94) + butane(1) <=> C3H6(12) + SC4H9(183),reaction,5.4225499124519435e-05,0.5,-0.0001355637478112986
678,568,CH3(18) + C3H5-A(94) <=> C4H8-1(188),reaction,0.0,0.5,-0.0
679,569,OH(15) + C4H8O1-3(214) => H2O(8) + CH2O(9) + C3H5-A(94),reaction,0.0012179962347770726,0.5,-0.0030449905869426815
680,570,H(14) + C4H8O1-3(214) => H2(13) + CH2O(9) + C3H5-A(94),reaction,-0.00011425398183373491,0.5,-0.0002856349545843373
681,571,O(5) + C4H8O1-3(214) => OH(15) + CH2O(9) + C3H5-A(94),reaction,1.2376226865708595e-06,0.5,-3.094056716427149e-06
682,572,HO2(16) + C4H8O1-3(214) => H2O2(17) + CH2O(9) + C3H5-A(94),reaction,-0.007917764905382008,0.5,-0.01979441226345502
683,573,CH3(18) + C4H8O1-3(214) => CH2O(9) + CH4(10) + C3H5-A(94),reaction,8.199467314116764e-06,0.5,-2.049866828529191e-05
684,574,CH3O(31) + C3H5-A(94) <=> CH2O(9) + C3H6(12),reaction,1.0333679508493509e-05,4.555555555555555,1.607461256876768e-05
685,575,C3H5-A(94) + NC3H7(92) <=> C3H6(12) + C3H6(12),reaction,3.9035405633188586e-08,0.5,-9.758851408297147e-08
686,576,C3H5-A(94) + IC3H7(93) <=> C3H6(12) + C3H6(12),reaction,-2.0678433490788986e-07,1.8171667040130979,-2.445913964175588e-07
687,577,C3H5-A(94) + SC4H9(183) <=> C3H6(12) + C4H8-2(189),reaction,3.3887271702960806e-05,1.8171667040130979,-4.008299328041681e-05
688,578,C3H5-A(94) + PC4H9(182) <=> C3H6(12) + C4H8-1(188),reaction,1.325869164059344e-05,1.8171667040130979,-1.5682821933717126e-05
689,579,C3H5-A(94) + SC4H9(183) <=> C3H6(12) + C4H8-1(188),reaction,1.4825299802417744e-06,1.8171667040130979,-1.7535858229287749e-06
690,580,CH3CO(20) + C3H5-A(94) <=> CH2CO(24) + C3H6(12),reaction,3.638293159340768e-08,3.5830007736591174,2.1211277266943422e-08
691,581,CH2CHO(21) + C3H5-A(94) <=> CH2CO(24) + C3H6(12),reaction,5.800760844228652e-06,9.22414837185873,3.6104796164147636e-05
692,582,C2H3(22) + C3H5-A(94) <=> C2H2(25) + C3H6(12),reaction,1.7655090257909118e-06,3.2193177896576985,3.8720753715717945e-07
693,583,H2O2(17) + C2H(4) <=> HO2(16) + C2H2(25),reaction,-3.0401401036132395e-07,8.467918826654529,1.6623239308214281e-06
694,584,HO2(16) + C2H3(22) <=> H2O2(17) + C2H2(25),reaction,8.389436827579665e-06,3.2193177896576985,1.8399527414976667e-06
695,585,CH2(23) + C3H6(12) <=> CH3(18) + C3H5-A(94),reaction,-3.161567205687188e-07,11.919626271773401,2.819999790782466e-06
696,586,CH2O(9) + C3H5-A(94) <=> HCO(19) + C3H6(12),reaction,4.283959056572742e-05,2.0467564209684275,-4.083656463512119e-05
697,587,CH2CHO(21) + C3H6(12) <=> CH3CHO(35) + C3H5-A(94),reaction,-2.783505622560796e-07,3.9308892250067693,2.591135391787604e-07
698,588,C2H3(22) + CH2CHO(21) <=> C2H2(25) + CH3CHO(35),reaction,-2.9329791189651847e-07,3.2193177896576985,6.432544974836284e-08
699,589,C2H3(22) + CH3CO(20) <=> C2H2(25) + CH3CHO(35),reaction,-3.198083163841463e-07,1.8171667040130979,-3.782799249526818e-07
700,590,C2H3(22) + C3H6(12) <=> C2H4(11) + C3H5-A(94),reaction,-1.9126361331015014e-06,0.5,-4.781590332753754e-06
701,591,CH3CHO(35) + C3H5-A(94) <=> CH3CO(20) + C3H6(12),reaction,-0.0004726640830314466,0.5,-0.0011816602075786166
702,592,C3H5-A(94) <=> CH2(23) + C2H3(22),reaction,0.0,0.5,-0.0
703,593,O2(2) + C3H5-A(94) <=> C=CCO[O](3513),reaction,0.0,0.5,-0.0
704,594,OH(15) + O=C1COC1(917) <=> OH(15) + C=C([O])C[O](920),reaction,0.0,0.5,-0.0
705,595,O(5) + CH2CHO(21) <=> OH(15) + CH2CO(24),reaction,-3.3095202063898964e-07,10.687783734975547,2.544287561325716e-06
706,596,[CH]1CC1(3498) <=> C3H5-A(94),reaction,0.0,0.5,-0.0
707,597,[CH]1CC1(3498) <=> CH2(23) + C2H3(22),reaction,0.0,0.5,-0.0
708,598,CH3CHO(35) + C2H5(33) <=> CH2CHO(21) + C2H6(32),reaction,-8.792692493191163e-07,2.83495673436523,-1.4511746827985973e-07
709,599,CH3CO(20) + C2H6(32) <=> CH3CHO(35) + C2H5(33),reaction,-3.1434360902613934e-07,0.5,-7.858590225653483e-07
710,600,CH2CHO(21) + CH3CHO(35) <=> CH2CHO(21) + C2H4O1-2(51),reaction,0.0,0.5,-0.0
711,601,C2H(4) + CH3CO(20) <=> C2H2(25) + CH2CO(24),reaction,-2.8511803844637575e-07,3.5830007736591174,1.6622403699840704e-07
712,602,C2H(4) + CH2CHO(21) <=> C2H2(25) + CH2CO(24),reaction,-3.429185022710724e-07,9.22414837185873,2.1343756375907295e-06
713,603,CH3CHO(35) + PC4H9(182) <=> CH3CO(20) + butane(1),reaction,1.4537884328816362e-05,1.8171667040130979,-1.719589363733019e-05
714,604,C2H(4) + C3H6(12) <=> C2H2(25) + C3H5-A(94),reaction,-2.8125108826689027e-07,11.919626271773401,2.508654595870214e-06
715,605,SC4H9O2(186) + SC4H9O2(186) => O2(2) + SC4H9O(217) + SC4H9O(217),reaction,-3.7188101952858174e-05,0.5,-9.297025488214543e-05
716,606,CH3O2(45) + SC4H9O2(186) => O2(2) + CH3O(31) + SC4H9O(217),reaction,0.00023398375532556064,0.5,-0.0005849593883139016
717,607,CH3(18) + SC4H9O2(186) <=> CH3O(31) + SC4H9O(217),reaction,0.0009222088895350817,0.5,-0.002305522223837704
718,608,SC4H9(183) + SC4H9O2(186) <=> SC4H9O(217) + SC4H9O(217),reaction,-9.88142016516835e-05,0.5,-0.00024703550412920875
719,609,HO2(16) + SC4H9(183) <=> OH(15) + SC4H9O(217),reaction,-0.008342660545427988,0.5,-0.02085665136356997
720,610,CH3O2(45) + SC4H9(183) <=> CH3O(31) + SC4H9O(217),reaction,0.0004436373766856617,0.5,-0.0011090934417141542
721,611,CH3CHO(35) + C2H5(33) <=> SC4H9O(217),reaction,-3.080175495959058e-07,0.5,-7.700438739897645e-07
722,612,SC4H9O2(186) <=> O(5) + SC4H9O(217),reaction,0.0,0.5,-0.0
723,613,SC4H9O(217) <=> O(5) + SC4H9(183),reaction,0.0,0.5,-0.0
724,614,SC4H9O(217) <=> H(14) + [CH2]CC(C)[O](766),reaction,0.0,0.5,-0.0
725,615,[CH2]C[O](703) + SC4H9(183) <=> CH2CHO(21) + butane(1),reaction,-2.6171873009254623e-07,2.83495673436523,-4.319491389225878e-08
726,616,[CH2]C[O](703) + PC4H9(182) <=> CH2CHO(21) + butane(1),reaction,-2.791841915100772e-07,3.925928907546452,2.5850471344916526e-07
727,617,[CH2]C[O](703) <=> C2H4O1-2(51),reaction,0.0,0.5,-0.0
728,618,O2(2) + C2H4O1-2(51) <=> O2(2) + [CH2]C[O](703),reaction,0.0,0.5,-0.0
729,619,CC(=O)CC[O](818) <=> CH3CO(20) + [CH2]C[O](703),reaction,0.0,0.5,-0.0
730,620,CH2O(9) + C2H4(11) <=> CH2(23) + [CH2]C[O](703),reaction,0.0,0.5,-0.0
731,621,[CH2]C[O](703) <=> CH3CHO(35),reaction,0.0,0.5,-0.0
732,622,CH2O(9) + CH2O(9) <=> O(5) + [CH2]C[O](703),reaction,0.0,0.5,-0.0
733,623,CH2O(9) + C2H4(11) <=> CH2(23) + [CH2]C[O](703),reaction,0.0,0.5,-0.0
734,624,CH2O(9) + CH2CO(24) <=> CO(6) + [CH2]C[O](703),reaction,0.0,0.5,-0.0
735,625,CO2(7) + C2H4(11) <=> CO(6) + [CH2]C[O](703),reaction,0.0,0.5,-0.0
736,626,[CH2]C[O](703) <=> CO(6) + CH4(10),reaction,0.0,0.5,-0.0
737,627,HO2(16) + C2H4O1-2(51) <=> HO2(16) + [CH2]C[O](703),reaction,0.0,0.5,-0.0
738,628,CH2O(9) + CH3COCH2(70) <=> CH3CO(20) + [CH2]C[O](703),reaction,0.0,0.5,-0.0
739,629,HO2(16) + [CH2]C[O](703) <=> H2O2(17) + CH2CHO(21),reaction,-2.504266489805158e-07,10.687783734975547,1.9252259188368398e-06
740,630,OH(15) + [CH2]C[O](703) <=> H2O(8) + CH2CHO(21),reaction,-3.13890000951268e-07,10.687783734975547,2.413118443884617e-06
741,631,HCO(19) + [CH2]C[O](703) <=> CH2O(9) + CH2CHO(21),reaction,-3.452508450124281e-07,4.555555555555555,5.370568700193325e-07
742,632,CH2CHO(21) + [CH2]C[O](703) <=> CH2CHO(21) + CH3CHO(35),reaction,-3.1091583760562233e-07,3.925928907546452,2.87885961853064e-07
743,633,CH3CO(20) + [CH2]C[O](703) <=> CH2CHO(21) + CH3CHO(35),reaction,-2.976230096689546e-07,2.83495673436523,-4.9120673443812996e-08
744,634,C2H3(22) + [CH2]C[O](703) <=> CH2CHO(21) + C2H4(11),reaction,-2.722847517160279e-07,3.925928907546452,2.5211632269797866e-07
